analysis,metric,estimate,ci_low,ci_high,bootstrap_reps,bootstrap,dataset,protocol,model
AOPP | exact_overlap_only | Length LR,AUC,0.5967504528985506,0.5465916238929146,0.6447238891404992,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,AUPRC,0.7130897797755386,0.6819701193191255,0.7487042144201673,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,ACC,0.4603960396039604,0.42574257425742573,0.4966996699669967,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,Balanced_ACC,0.5352506038647343,0.4970721995772947,0.5732799290458938,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,F1,0.4559068219633943,0.40672268907563025,0.5040665346408997,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,Precision,0.732620320855615,0.679144385026738,0.7851375979588118,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,Recall,0.3309178743961353,0.28743961352657005,0.37681159420289856,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,Sensitivity,0.3309178743961353,0.28743961352657005,0.37681159420289856,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,Specificity,0.7395833333333334,0.6770833333333334,0.796875,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,MCC,0.07101000233836803,-0.005808814579229386,0.14663135565874844,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,Brier,0.24983927411591755,0.24870403093599155,0.25098996895849035,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | Length LR,LogLoss,0.6928239018618498,0.690551378481714,0.695127487577432,2500,class-stratified percentile,AOPP,exact_overlap_only,Length LR
AOPP | exact_overlap_only | AAC plus DPC plus length RF,AUC,0.8120156501610306,0.7783299051429146,0.844305744263285,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,AUPRC,0.9232156541323693,0.9087967130331801,0.9366543277501617,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,ACC,0.731023102310231,0.698019801980198,0.7632425742574259,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,Balanced_ACC,0.7905721618357489,0.7624075332125604,0.8181848203502415,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,F1,0.7613469985358712,0.723404255319149,0.794306990881459,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,Precision,0.966542750929368,0.9450980392156862,0.9853479853479854,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,Recall,0.6280193236714976,0.5797101449275363,0.6739130434782609,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,Sensitivity,0.6280193236714976,0.5797101449275363,0.6739130434782609,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,Specificity,0.953125,0.921875,0.9791666666666666,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,MCC,0.5441814013225535,0.4951434178340972,0.593459775826399,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,Brier,0.19813891089109573,0.1784544638613944,0.2189140955445622,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | AAC plus DPC plus length RF,LogLoss,0.5978635058329329,0.5436053884811526,0.6560601527046027,2500,class-stratified percentile,AOPP,exact_overlap_only,AAC plus DPC plus length RF
AOPP | exact_overlap_only | Molecular ECFP4 branch,AUC,0.7974537037037037,0.7633466686795491,0.8311006063808374,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,AUPRC,0.9160613217556227,0.9010768464564313,0.9306746432691717,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,ACC,0.7128712871287128,0.6782178217821783,0.7475247524752475,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,Balanced_ACC,0.7633227657004831,0.7295818236714975,0.7943699048913043,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,F1,0.7485549132947977,0.7117368839427662,0.7844605745293838,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,Precision,0.9316546762589928,0.9032827677179518,0.9581749049429658,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,Recall,0.6256038647342995,0.5797101449275363,0.6714975845410628,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,Sensitivity,0.6256038647342995,0.5797101449275363,0.6714975845410628,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,Specificity,0.9010416666666666,0.859375,0.9427083333333334,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,MCC,0.4917109373821711,0.4299591458949335,0.5492476258192504,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,Brier,0.26072989309199074,0.23014201843704363,0.29340800555623897,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Molecular ECFP4 branch,LogLoss,2.113528636320482,1.812482856490328,2.4239483406528772,2500,class-stratified percentile,AOPP,exact_overlap_only,Molecular ECFP4 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,AUC,0.7163471215780999,0.6762583660426731,0.7562094278381644,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,AUPRC,0.8733574124487148,0.8532348709417693,0.89345118730947,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,ACC,0.6534653465346535,0.6162953795379538,0.6897689768976898,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,Balanced_ACC,0.6821407004830917,0.6440217391304348,0.7210541213768116,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,F1,0.704225352112676,0.6676096181046676,0.739612188365651,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,Precision,0.8445945945945946,0.810505724028742,0.8797952108605637,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,Recall,0.6038647342995169,0.5603864734299517,0.6497584541062802,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,Sensitivity,0.6038647342995169,0.5603864734299517,0.6497584541062802,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,Specificity,0.7604166666666666,0.6979166666666666,0.8229166666666666,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,MCC,0.33904791703141207,0.2680909348097531,0.4115231523336466,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,Brier,0.3118586148013944,0.27876073457152956,0.3451409827928907,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Contextual peptide-adapted ESM-2 branch,LogLoss,2.1324312607090237,1.8349569223642048,2.425787853258038,2500,class-stratified percentile,AOPP,exact_overlap_only,Contextual peptide-adapted ESM-2 branch
AOPP | exact_overlap_only | Equal probability mean,AUC,0.7679775563607085,0.731502868357488,0.8030492023953302,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,AUPRC,0.9035614626699104,0.8868980911309579,0.9191611813152786,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,ACC,0.7145214521452146,0.6782178217821783,0.7491749174917491,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,Balanced_ACC,0.7547554347826086,0.7189764492753623,0.7870640851449275,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,F1,0.7553041018387553,0.7186056634897361,0.7887737614498178,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,Precision,0.9112627986348123,0.8799318181818182,0.9405204460966543,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,Recall,0.644927536231884,0.5990338164251208,0.6896739130434785,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,Sensitivity,0.644927536231884,0.5990338164251208,0.6896739130434785,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,Specificity,0.8645833333333334,0.8125,0.9114583333333334,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,MCC,0.47434929489477146,0.4077900893112923,0.534446520410495,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,Brier,0.2519902767447266,0.22395474551046063,0.2806114153607252,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal probability mean,LogLoss,1.6100184812911447,1.3636327376085722,1.862366893594757,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal probability mean
AOPP | exact_overlap_only | Equal logit mean,AUC,0.7782055152979066,0.7428327231783415,0.8125726524758453,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,AUPRC,0.9088667761603029,0.8934118963202289,0.923979590079048,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,ACC,0.7145214521452146,0.6782178217821783,0.7491749174917491,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,Balanced_ACC,0.7547554347826086,0.7189764492753623,0.7870640851449275,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,F1,0.7553041018387553,0.7186056634897361,0.7887737614498178,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,Precision,0.9112627986348123,0.8799318181818182,0.9405204460966543,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,Recall,0.644927536231884,0.5990338164251208,0.6896739130434785,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,Sensitivity,0.644927536231884,0.5990338164251208,0.6896739130434785,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,Specificity,0.8645833333333334,0.8125,0.9114583333333334,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,MCC,0.47434929489477146,0.4077900893112923,0.534446520410495,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,Brier,0.26098425175879086,0.23003908547647772,0.2937430400490422,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Equal logit mean,LogLoss,1.8916242924480928,1.6129918361289077,2.1666466377740248,2500,class-stratified percentile,AOPP,exact_overlap_only,Equal logit mean
AOPP | exact_overlap_only | Cross-fitted logistic fusion,AUC,0.7875779991948472,0.7529413244766506,0.8218551856884059,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,AUPRC,0.9130795090368644,0.8977331642479598,0.9275616510773108,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,ACC,0.7211221122112211,0.6864686468646864,0.7557755775577558,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,Balanced_ACC,0.766568538647343,0.7322614734299517,0.7976694595410628,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,F1,0.7589158345221113,0.7224669603524229,0.7919105496756572,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,Precision,0.926829268292683,0.8971545124899275,0.9542125846683153,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,Recall,0.642512077294686,0.5966183574879227,0.6859903381642513,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,Sensitivity,0.642512077294686,0.5966183574879227,0.6859903381642513,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,Specificity,0.890625,0.84375,0.9322916666666666,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,MCC,0.49676773627286724,0.432869683663908,0.5543835548549176,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,Brier,0.2193202403487985,0.19458713998795224,0.24494957251255497,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | exact_overlap_only | Cross-fitted logistic fusion,LogLoss,0.7346986721494022,0.6473837229580798,0.8214816957507353,2500,class-stratified percentile,AOPP,exact_overlap_only,Cross-fitted logistic fusion
AOPP | identity60_coverage80 | Length LR,AUC,0.5967504528985506,0.5465916238929146,0.6447238891404992,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,AUPRC,0.7130897797755386,0.6819701193191255,0.7487042144201673,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,ACC,0.36468646864686466,0.3333333333333333,0.3943894389438944,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,Balanced_ACC,0.48056310386473433,0.4452728713768116,0.5130604619565218,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,F1,0.26103646833013433,0.2099009900990099,0.3090003367759318,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,Precision,0.6355140186915887,0.5495495495495496,0.7155963302752294,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,Recall,0.1642512077294686,0.1280193236714976,0.20048309178743962,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,Sensitivity,0.1642512077294686,0.1280193236714976,0.20048309178743962,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,Specificity,0.796875,0.7395833333333334,0.8541666666666666,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,MCC,-0.04743135513957307,-0.13226314642032777,0.03195111808389902,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,Brier,0.25364967196919436,0.2526776824532598,0.2546314463930282,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | Length LR,LogLoss,0.700449190509348,0.6985042352676626,0.7024139399191047,2500,class-stratified percentile,AOPP,identity60_coverage80,Length LR
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,AUC,0.8013285024154589,0.7668578904991948,0.8346542874396135,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,AUPRC,0.9182561591715875,0.9032518644735376,0.9326976174218566,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,ACC,0.7145214521452146,0.6806518151815182,0.7491749174917491,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,Balanced_ACC,0.7784948671497585,0.7507529438405797,0.8072161835748792,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,F1,0.7429420505200595,0.7045238543998115,0.7794059656218403,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,Precision,0.9652509652509652,0.9423076923076923,0.9851301115241635,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,Recall,0.6038647342995169,0.5555555555555556,0.6497584541062802,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,Sensitivity,0.6038647342995169,0.5555555555555556,0.6497584541062802,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,Specificity,0.953125,0.921875,0.9791666666666666,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,MCC,0.5238215440464404,0.4740483781133827,0.5745164343173226,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,Brier,0.2053419537953795,0.18567541930693068,0.22583248613861387,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | AAC plus DPC plus length RF,LogLoss,0.6178868414729459,0.5641620610423185,0.6751119366083413,2500,class-stratified percentile,AOPP,identity60_coverage80,AAC plus DPC plus length RF
AOPP | identity60_coverage80 | Molecular ECFP4 branch,AUC,0.7921195652173914,0.7573762706320452,0.8262303743961352,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,AUPRC,0.9109391764097392,0.8947454845653874,0.9266652232479107,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,ACC,0.698019801980198,0.6633663366336634,0.7326732673267327,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,Balanced_ACC,0.7566425120772946,0.7259727883454107,0.7868593372584541,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,F1,0.7296898079763663,0.6909090909090909,0.7663280116110305,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,Precision,0.9391634980988594,0.9125475285171103,0.9641500000000001,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,Recall,0.5966183574879227,0.5507246376811594,0.642512077294686,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,Sensitivity,0.5966183574879227,0.5507246376811594,0.642512077294686,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,Specificity,0.9166666666666666,0.875,0.953125,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,MCC,0.48181957910938794,0.4264981791915365,0.5370425103583273,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,Brier,0.28326049497676004,0.2501263783378472,0.3154678493061596,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Molecular ECFP4 branch,LogLoss,2.439335095109484,2.1057442701105495,2.7650359783761194,2500,class-stratified percentile,AOPP,identity60_coverage80,Molecular ECFP4 branch
AOPP | identity60_coverage80 | Contextual peptide-adapted ESM-2 branch,AUC,0.7228764090177133,0.6821215151972625,0.7618448696658615,2500,class-stratified percentile,AOPP,identity60_coverage80,Contextual peptide-adapted ESM-2 branch
AOPP | identity60_coverage80 | Contextual peptide-adapted ESM-2 branch,AUPRC,0.872552348268696,0.8513034096815831,0.8932106289352039,2500,class-stratified percentile,AOPP,identity60_coverage80,Contextual peptide-adapted ESM-2 branch
AOPP | identity60_coverage80 | Contextual peptide-adapted ESM-2 branch,ACC,0.6435643564356436,0.6056105610561056,0.6807343234323434,2500,class-stratified percentile,AOPP,identity60_coverage80,Contextual peptide-adapted ESM-2 branch
AOPP | identity60_coverage80 | Contextual peptide-adapted ESM-2 branch,Balanced_ACC,0.67349788647343,0.6350552913647344,0.7114677687198068,2500,class-stratified percentile,AOPP,identity60_coverage80,Contextual peptide-adapted ESM-2 branch
