seed,fold,model,n,positive,negative,AUC,AUPRC,ACC,Balanced_ACC,F1,Precision,Recall,Sensitivity,Specificity,MCC,Brier,LogLoss,TN,FP,FN,TP
42,3,Molecular branch,554,272,282,0.9669378389653734,0.9705810719145763,0.9043321299638989,0.9042683562786817,0.9023941068139963,0.9040590405904059,0.9007352941176471,0.9007352941176471,0.9078014184397163,0.8085946942828799,0.08701891966681083,0.5739021401671477,256,26,27,245
42,3,Contextual branch,554,272,282,0.9820739465999166,0.9825193385497687,0.9205776173285198,0.9206821026282854,0.9197080291970803,0.9130434782608695,0.9264705882352942,0.9264705882352942,0.9148936170212766,0.8412326084456841,0.06774917822609904,0.2937458792480981,258,24,20,252
42,3,Equal probability mean,554,272,282,0.9826606174384648,0.9836407091585115,0.9314079422382672,0.9310596579057155,0.9288389513108615,0.9465648854961832,0.9117647058823529,0.9117647058823529,0.950354609929078,0.8632454747101661,0.0566384873469075,0.19488647165784184,268,14,24,248
42,3,Equal logit mean,554,272,282,0.9843554443053817,0.9851003557665176,0.9314079422382672,0.9310596579057155,0.9288389513108615,0.9465648854961832,0.9117647058823529,0.9117647058823529,0.950354609929078,0.8632454747101661,0.06160878173183911,0.27751494326549353,268,14,24,248
42,3,Learned convex probability mean,554,272,282,0.9833124739257405,0.9840875790749523,0.9205776173285198,0.9206169169795578,0.9194139194139194,0.916058394160584,0.9227941176470589,0.9227941176470589,0.9184397163120568,0.841146109485864,0.057142324234892565,0.19547444667389935,259,23,21,251
42,3,Nested logistic fusion,554,272,282,0.9860893825615352,0.986441703291401,0.9259927797833934,0.9259360659157281,0.9244935543278084,0.9261992619926199,0.9227941176470589,0.9227941176470589,0.9290780141843972,0.8519332212233858,0.05104212402711882,0.1553104634518703,262,20,21,251
42,3,Feature concatenation LR,554,272,282,0.9851507092198581,0.9852167201406213,0.924187725631769,0.9244237588652482,0.9239130434782609,0.9107142857142857,0.9375,0.9375,0.9113475177304965,0.848758999296789,0.054597224610701725,0.1893972860986496,257,25,17,255
42,4,Molecular branch,528,299,229,0.9669349067488426,0.975483626551703,0.8901515151515151,0.8907420659841392,0.9013605442176871,0.916955017301038,0.8862876254180602,0.8862876254180602,0.8951965065502183,0.7780824640799868,0.0961426955917355,0.5282409931747222,205,24,34,265
42,4,Contextual branch,528,299,229,0.9785310569438157,0.9831388825102796,0.9090909090909091,0.9079756393217566,0.9194630872483222,0.9225589225589226,0.9163879598662207,0.9163879598662207,0.8995633187772926,0.8151421453024773,0.07036403065818607,0.28886144979063627,206,23,25,274
42,4,Equal probability mean,528,299,229,0.9796702253508784,0.9854832353838742,0.9128787878787878,0.914387112792277,0.9215017064846417,0.9407665505226481,0.903010033444816,0.903010033444816,0.925764192139738,0.8245938700469376,0.060554051864445166,0.2029082206083715,212,17,29,270
42,4,Equal logit mean,528,299,229,0.9840954564706226,0.9881943058727342,0.9128787878787878,0.914387112792277,0.9215017064846417,0.9407665505226481,0.903010033444816,0.903010033444816,0.925764192139738,0.8245938700469376,0.06586283359792897,0.2563722150026345,212,17,29,270
42,4,Learned convex probability mean,528,299,229,0.9805903229104292,0.9859901700651448,0.9166666666666666,0.9151757678433206,0.9264214046822743,0.9264214046822743,0.9264214046822743,0.9264214046822743,0.9039301310043668,0.8303515356866411,0.06042640785362993,0.19974946586921621,207,22,22,277
42,4,Nested logistic fusion,528,299,229,0.983642710052431,0.9877965882189327,0.9185606060606061,0.9168480086459961,0.9282136894824707,0.9266666666666666,0.9297658862876255,0.9297658862876255,0.9039301310043668,0.8341285981734942,0.052552053891768154,0.1627168614629752,207,22,21,278
42,4,Feature concatenation LR,528,299,229,0.986461421623753,0.9899334501040032,0.9261363636363636,0.9255816331001446,0.934453781512605,0.9391891891891891,0.9297658862876255,0.9297658862876255,0.9213973799126638,0.8499166941709156,0.05002814898433073,0.15689649299802974,211,18,21,278
42,5,Molecular branch,552,239,313,0.9682115310064566,0.9664168418197334,0.9166666666666666,0.9146470250110283,0.9033613445378151,0.9071729957805907,0.899581589958159,0.899581589958159,0.9297124600638977,0.8301378555206474,0.07390557733841477,0.47864746557274923,291,22,24,215
42,5,Contextual branch,552,239,313,0.9836111593834802,0.9806381771384611,0.9184782608695652,0.921685136417715,0.9094567404426559,0.875968992248062,0.9456066945606695,0.9456066945606695,0.8977635782747604,0.8375406409095463,0.0620465532206945,0.2781699933181375,281,32,13,226
42,5,Equal probability mean,552,239,313,0.9828224631384763,0.9815270495831103,0.9293478260869565,0.9278075581162191,0.9182389937106918,0.9201680672268907,0.9163179916317992,0.9163179916317992,0.939297124600639,0.8560443503053666,0.05196212436303962,0.19597469800123737,294,19,20,219
42,5,Equal logit mean,552,239,313,0.983998823639499,0.9824434305538164,0.9293478260869565,0.9278075581162191,0.9182389937106918,0.9201680672268907,0.9163179916317992,0.9163179916317992,0.939297124600639,0.8560443503053666,0.05844050190474891,0.2672549663345798,294,19,20,219
42,5,Learned convex probability mean,552,239,313,0.984399855628484,0.9831155656593858,0.9184782608695652,0.9202013180584705,0.9083503054989817,0.8849206349206349,0.9330543933054394,0.9330543933054394,0.9073482428115016,0.8359833493648913,0.052578324988479204,0.19439357793412507,284,29,16,223
42,5,Nested logistic fusion,552,239,313,0.9852687582712849,0.9837288044604316,0.9221014492753623,0.922901600117636,0.9117043121149897,0.8951612903225806,0.9288702928870293,0.9288702928870293,0.9169329073482428,0.8425153285283655,0.05102711844019586,0.16211890897165024,287,26,17,222
42,5,Feature concatenation LR,552,239,313,0.9871402408865481,0.9856921975183713,0.927536231884058,0.9306615691044956,0.9193548387096774,0.8871595330739299,0.9539748953974896,0.9539748953974896,0.9073482428115016,0.8555781081538645,0.049103607494615356,0.1788740230621403,284,29,11,228
43,1,Molecular branch,555,280,275,0.9574155844155845,0.9617467224028697,0.8810810810810811,0.8813636363636363,0.8782287822878229,0.9083969465648855,0.85,0.85,0.9127272727272727,0.763888870168384,0.10859047049775158,0.690773899427437,251,24,42,238
43,1,Contextual branch,555,280,275,0.9789610389610389,0.9798947931285101,0.9045045045045045,0.904512987012987,0.9051878354203936,0.9068100358422939,0.9035714285714286,0.9035714285714286,0.9054545454545454,0.8090049611829897,0.07113352136717316,0.28177648338069816,249,26,27,253
43,1,Equal probability mean,555,280,275,0.974948051948052,0.9781845684297962,0.9117117117117117,0.9120454545454546,0.9090909090909091,0.9459459459459459,0.875,0.875,0.9490909090909091,0.8258948315174717,0.06878272735062545,0.24645030418494332,261,14,35,245
43,1,Equal logit mean,555,280,275,0.9780649350649351,0.9800252023302901,0.9117117117117117,0.9120454545454546,0.9090909090909091,0.9459459459459459,0.875,0.875,0.9490909090909091,0.8258948315174717,0.07481024114902246,0.3387167545993911,261,14,35,245
43,1,Learned convex probability mean,555,280,275,0.9779350649350649,0.9807429766364453,0.9099099099099099,0.9099350649350649,0.910394265232975,0.9136690647482014,0.9071428571428571,0.9071428571428571,0.9127272727272727,0.819838188744734,0.06466127545123489,0.22954648812074185,251,24,26,254
43,1,Nested logistic fusion,555,280,275,0.9816103896103896,0.9831003461120552,0.9117117117117117,0.9117857142857143,0.9117117117117117,0.92,0.9035714285714286,0.9035714285714286,0.92,0.8235714285714286,0.056678344221340264,0.17580550310574453,253,22,27,253
43,1,Feature concatenation LR,555,280,275,0.9826493506493506,0.9833596693854206,0.9117117117117117,0.9116558441558441,0.9129662522202486,0.9081272084805654,0.9178571428571428,0.9178571428571428,0.9054545454545454,0.8234400266286942,0.06018891882885611,0.20165334678834146,249,26,23,257
43,2,Molecular branch,539,269,270,0.9438661710037176,0.9500316315669138,0.8645640074211502,0.8645187938868236,0.8609523809523809,0.8828125,0.8401486988847584,0.8401486988847584,0.8888888888888888,0.7299527380506464,0.12115554716623379,0.8426548883320454,240,30,43,226
43,2,Contextual branch,539,269,270,0.9703841387856258,0.9718481099207142,0.8979591836734694,0.8979485061269448,0.897196261682243,0.9022556390977443,0.8921933085501859,0.8921933085501859,0.9037037037037037,0.7959627698457937,0.08559563378907127,0.40579869482367487,244,26,29,240
43,2,Equal probability mean,539,269,270,0.963885446785075,0.9678745613556302,0.9016697588126159,0.90161778879251,0.8986615678776291,0.9251968503937008,0.8736059479553904,0.8736059479553904,0.9296296296296296,0.804565989391272,0.08310660181064779,0.3842416842996405,251,19,34,235
43,2,Equal logit mean,539,269,270,0.968277571251549,0.9705476300964252,0.9016697588126159,0.90161778879251,0.8986615678776291,0.9251968503937008,0.8736059479553904,0.8736059479553904,0.9296296296296296,0.804565989391272,0.08720388025419212,0.4911013897704379,251,19,34,235
43,2,Learned convex probability mean,539,269,270,0.965826793336087,0.9695141172428197,0.9053803339517625,0.9053559135343522,0.903954802259887,0.916030534351145,0.8921933085501859,0.8921933085501859,0.9185185185185185,0.8110245499981441,0.07931945745020698,0.36782036391547773,248,22,29,240
43,2,Nested logistic fusion,539,269,270,0.9718160539721878,0.9735362418597,0.8998144712430427,0.8997797053559136,0.8977272727272727,0.915057915057915,0.8810408921933085,0.8810408921933085,0.9185185185185185,0.8001655759677704,0.07203766009167799,0.23690272667408172,248,22,32,237
43,2,Feature concatenation LR,539,269,270,0.9731378218367065,0.9760956401012395,0.9072356215213359,0.9072284180090872,0.9067164179104478,0.9101123595505618,0.9033457249070632,0.9033457249070632,0.9111111111111111,0.8144904794424412,0.06988506587643546,0.2940467448477575,246,24,26,243
